"country","city","start","end","Year","dengue","T_res"
"VIET NAM","NA","1990-01-01","1990-12-31","1990","37569","Year"
"VIET NAM","NA","1991-01-01","1991-12-31","1991","94630","Year"
"VIET NAM","NA","1992-01-01","1992-12-31","1992","48333","Year"
"VIET NAM","NA","1993-01-01","1993-12-31","1993","53674","Year"
"VIET NAM","NA","1994-01-01","1994-12-31","1994","44944","Year"
"VIET NAM","DAK LAK","1994-02-01","1994-02-28","1994","3","Month"
"VIET NAM","DONG NAI","1994-02-01","1994-02-28","1994","37","Month"
"VIET NAM","LONG AN","1994-02-01","1994-02-28","1994","12","Month"
"VIET NAM","CAN THO CITY","1994-02-01","1994-02-28","1994","11","Month"
"VIET NAM","DONG THAP","1994-02-01","1994-02-28","1994","16","Month"
"VIET NAM","HA NOI CITY","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","AN GIANG","1994-02-01","1994-02-28","1994","9","Month"
"VIET NAM","LAM DONG","1994-02-01","1994-02-28","1994","1","Month"
"VIET NAM","LANG SON","1994-02-01","1994-02-28","1994","1","Month"
"VIET NAM","NGHE AN","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","KON TUM","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","TAY NINH","1994-02-01","1994-02-28","1994","17","Month"
"VIET NAM","HA GIANG","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","BEN TRE","1994-02-01","1994-02-28","1994","66","Month"
"VIET NAM","VINH LONG","1994-02-01","1994-02-28","1994","101","Month"
"VIET NAM","VINH PHUC","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","CA MAU","1994-02-01","1994-02-28","1994","408","Month"
"VIET NAM","YEN BAI","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","CAO BANG","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","NAM DINH","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","QUANG TRI","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","LAI CHAU","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","THAI NGUYEN","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","BINH DUONG","1994-02-01","1994-02-28","1994","27","Month"
"VIET NAM","BINH THUAN","1994-02-01","1994-02-28","1994","139","Month"
"VIET NAM","QUANG BINH","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","KHANH HOA","1994-02-01","1994-02-28","1994","83","Month"
"VIET NAM","QUANG NGAI","1994-02-01","1994-02-28","1994","10","Month"
"VIET NAM","SOC TRANG","1994-02-01","1994-02-28","1994","44","Month"
"VIET NAM","SON LA","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","HA TAY","1994-02-01","1994-02-28","1994","5","Month"
"VIET NAM","BAC GIANG","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","BINH DINH","1994-02-01","1994-02-28","1994","12","Month"
"VIET NAM","TIEN GIANG","1994-02-01","1994-02-28","1994","12","Month"
"VIET NAM","THUA THIEN - HUE","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","HA TINH","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","HAI PHONG CITY","1994-02-01","1994-02-28","1994","3","Month"
"VIET NAM","HAI DUONG","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","QUANG NAM","1994-02-01","1994-02-28","1994","25","Month"
"VIET NAM","KIEN GIANG","1994-02-01","1994-02-28","1994","13","Month"
"VIET NAM","TRA VINH","1994-02-01","1994-02-28","1994","17","Month"
"VIET NAM","THAI BINH","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","THANH HOA","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","HO CHI MINH CITY","1994-02-01","1994-02-28","1994","73","Month"
"VIET NAM","NINH BINH","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","GIA LAI","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","PHU YEN","1994-02-01","1994-02-28","1994","30","Month"
"VIET NAM","NINH THUAN","1994-02-01","1994-02-28","1994","95","Month"
"VIET NAM","QUANG NINH","1994-02-01","1994-02-28","1994","1","Month"
"VIET NAM","LAO CAI","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","TUYEN QUANG","1994-02-01","1994-02-28","1994","0","Month"
"VIET NAM","DONG NAI","1994-03-01","1994-03-31","1994","40","Month"
"VIET NAM","LONG AN","1994-03-01","1994-03-31","1994","5","Month"
"VIET NAM","CAO BANG","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","DAK LAK","1994-03-01","1994-03-31","1994","5","Month"
"VIET NAM","DONG THAP","1994-03-01","1994-03-31","1994","35","Month"
"VIET NAM","HA NOI CITY","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","QUANG TRI","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","LAM DONG","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","AN GIANG","1994-03-01","1994-03-31","1994","14","Month"
"VIET NAM","TAY NINH","1994-03-01","1994-03-31","1994","15","Month"
"VIET NAM","HA GIANG","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","BEN TRE","1994-03-01","1994-03-31","1994","12","Month"
"VIET NAM","BINH THUAN","1994-03-01","1994-03-31","1994","166","Month"
"VIET NAM","CA MAU","1994-03-01","1994-03-31","1994","388","Month"
"VIET NAM","YEN BAI","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","SON LA","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","LAI CHAU","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","NGHE AN","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","QUANG BINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","TIEN GIANG","1994-03-01","1994-03-31","1994","13","Month"
"VIET NAM","BINH DINH","1994-03-01","1994-03-31","1994","12","Month"
"VIET NAM","QUANG NGAI","1994-03-01","1994-03-31","1994","24","Month"
"VIET NAM","SOC TRANG","1994-03-01","1994-03-31","1994","94","Month"
"VIET NAM","HA TINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","BAC GIANG","1994-03-01","1994-03-31","1994","1","Month"
"VIET NAM","HAI PHONG CITY","1994-03-01","1994-03-31","1994","1","Month"
"VIET NAM","BINH DUONG","1994-03-01","1994-03-31","1994","70","Month"
"VIET NAM","HAI DUONG","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","THAI NGUYEN","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","VINH PHUC","1994-03-01","1994-03-31","1994","70","Month"
"VIET NAM","HA TAY","1994-03-01","1994-03-31","1994","13","Month"
"VIET NAM","PHU YEN","1994-03-01","1994-03-31","1994","35","Month"
"VIET NAM","HOA BINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","QUANG NAM","1994-03-01","1994-03-31","1994","11","Month"
"VIET NAM","THAI BINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","VINH LONG","1994-03-01","1994-03-31","1994","52","Month"
"VIET NAM","NAM DINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","THUA THIEN - HUE","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","NINH THUAN","1994-03-01","1994-03-31","1994","78","Month"
"VIET NAM","TRA VINH","1994-03-01","1994-03-31","1994","17","Month"
"VIET NAM","KIEN GIANG","1994-03-01","1994-03-31","1994","50","Month"
"VIET NAM","KON TUM","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","THANH HOA","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","NINH BINH","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","HO CHI MINH CITY","1994-03-01","1994-03-31","1994","39","Month"
"VIET NAM","TUYEN QUANG","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","CAN THO CITY","1994-03-01","1994-03-31","1994","14","Month"
"VIET NAM","QUANG NINH","1994-03-01","1994-03-31","1994","7","Month"
"VIET NAM","LAO CAI","1994-03-01","1994-03-31","1994","0","Month"
"VIET NAM","GIA LAI","1994-03-01","1994-03-31","1994","7","Month"
"VIET NAM","LANG SON","1994-03-01","1994-03-31","1994","2","Month"
"VIET NAM","KHANH HOA","1994-03-01","1994-03-31","1994","124","Month"
"VIET NAM","DONG NAI","1994-04-01","1994-04-30","1994","40","Month"
"VIET NAM","BINH THUAN","1994-04-01","1994-04-30","1994","564","Month"
"VIET NAM","CAN THO CITY","1994-04-01","1994-04-30","1994","11","Month"
"VIET NAM","DAK LAK","1994-04-01","1994-04-30","1994","2","Month"
"VIET NAM","DONG THAP","1994-04-01","1994-04-30","1994","101","Month"
"VIET NAM","LAM DONG","1994-04-01","1994-04-30","1994","7","Month"
"VIET NAM","AN GIANG","1994-04-01","1994-04-30","1994","31","Month"
"VIET NAM","SON LA","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","HA GIANG","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","CAO BANG","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","LAI CHAU","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","HA NOI CITY","1994-04-01","1994-04-30","1994","3","Month"
"VIET NAM","HA TINH","1994-04-01","1994-04-30","1994","1","Month"
"VIET NAM","HAI DUONG","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","HOA BINH","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","QUANG NGAI","1994-04-01","1994-04-30","1994","14","Month"
"VIET NAM","QUANG TRI","1994-04-01","1994-04-30","1994","8","Month"
"VIET NAM","THAI NGUYEN","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","NGHE AN","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","BINH DUONG","1994-04-01","1994-04-30","1994","59","Month"
"VIET NAM","TIEN GIANG","1994-04-01","1994-04-30","1994","5","Month"
"VIET NAM","QUANG NINH","1994-04-01","1994-04-30","1994","7","Month"
"VIET NAM","BINH DINH","1994-04-01","1994-04-30","1994","15","Month"
"VIET NAM","NAM DINH","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","HA TAY","1994-04-01","1994-04-30","1994","9","Month"
"VIET NAM","TAY NINH","1994-04-01","1994-04-30","1994","3","Month"
"VIET NAM","LONG AN","1994-04-01","1994-04-30","1994","10","Month"
"VIET NAM","KON TUM","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","TUYEN QUANG","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","VINH LONG","1994-04-01","1994-04-30","1994","28","Month"
"VIET NAM","QUANG BINH","1994-04-01","1994-04-30","1994","3","Month"
"VIET NAM","BEN TRE","1994-04-01","1994-04-30","1994","23","Month"
"VIET NAM","LANG SON","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","HAI PHONG CITY","1994-04-01","1994-04-30","1994","38","Month"
"VIET NAM","PHU YEN","1994-04-01","1994-04-30","1994","20","Month"
"VIET NAM","QUANG NAM","1994-04-01","1994-04-30","1994","6","Month"
"VIET NAM","HO CHI MINH CITY","1994-04-01","1994-04-30","1994","22","Month"
"VIET NAM","KHANH HOA","1994-04-01","1994-04-30","1994","140","Month"
"VIET NAM","KIEN GIANG","1994-04-01","1994-04-30","1994","170","Month"
"VIET NAM","THUA THIEN - HUE","1994-04-01","1994-04-30","1994","1","Month"
"VIET NAM","TRA VINH","1994-04-01","1994-04-30","1994","19","Month"
"VIET NAM","THAI BINH","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","NINH BINH","1994-04-01","1994-04-30","1994","2","Month"
"VIET NAM","SOC TRANG","1994-04-01","1994-04-30","1994","85","Month"
"VIET NAM","GIA LAI","1994-04-01","1994-04-30","1994","16","Month"
"VIET NAM","BAC GIANG","1994-04-01","1994-04-30","1994","7","Month"
"VIET NAM","YEN BAI","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","THANH HOA","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","CA MAU","1994-04-01","1994-04-30","1994","414","Month"
"VIET NAM","LAO CAI","1994-04-01","1994-04-30","1994","0","Month"
"VIET NAM","DAK LAK","1994-05-01","1994-05-31","1994","2","Month"
"VIET NAM","CAN THO CITY","1994-05-01","1994-05-31","1994","10","Month"
"VIET NAM","CAO BANG","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","QUANG TRI","1994-05-01","1994-05-31","1994","7","Month"
"VIET NAM","AN GIANG","1994-05-01","1994-05-31","1994","131","Month"
"VIET NAM","LANG SON","1994-05-01","1994-05-31","1994","2","Month"
"VIET NAM","QUANG BINH","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","KON TUM","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","TAY NINH","1994-05-01","1994-05-31","1994","11","Month"
"VIET NAM","HA GIANG","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","SON LA","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","LAI CHAU","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","HA NOI CITY","1994-05-01","1994-05-31","1994","1","Month"
"VIET NAM","HAI DUONG","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","LONG AN","1994-05-01","1994-05-31","1994","19","Month"
"VIET NAM","LAM DONG","1994-05-01","1994-05-31","1994","15","Month"
"VIET NAM","THAI NGUYEN","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","NGHE AN","1994-05-01","1994-05-31","1994","11","Month"
"VIET NAM","BINH THUAN","1994-05-01","1994-05-31","1994","880","Month"
"VIET NAM","BINH DINH","1994-05-01","1994-05-31","1994","15","Month"
"VIET NAM","KHANH HOA","1994-05-01","1994-05-31","1994","143","Month"
"VIET NAM","QUANG NGAI","1994-05-01","1994-05-31","1994","5","Month"
"VIET NAM","KIEN GIANG","1994-05-01","1994-05-31","1994","67","Month"
"VIET NAM","HA TAY","1994-05-01","1994-05-31","1994","24","Month"
"VIET NAM","HA TINH","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","DONG THAP","1994-05-01","1994-05-31","1994","54","Month"
"VIET NAM","HAI PHONG CITY","1994-05-01","1994-05-31","1994","3","Month"
"VIET NAM","NAM DINH","1994-05-01","1994-05-31","1994","34","Month"
"VIET NAM","BEN TRE","1994-05-01","1994-05-31","1994","19","Month"
"VIET NAM","HOA BINH","1994-05-01","1994-05-31","1994","1","Month"
"VIET NAM","BINH DUONG","1994-05-01","1994-05-31","1994","140","Month"
"VIET NAM","HO CHI MINH CITY","1994-05-01","1994-05-31","1994","49","Month"
"VIET NAM","TIEN GIANG","1994-05-01","1994-05-31","1994","7","Month"
"VIET NAM","DONG NAI","1994-05-01","1994-05-31","1994","76","Month"
"VIET NAM","QUANG NAM","1994-05-01","1994-05-31","1994","14","Month"
"VIET NAM","LAO CAI","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","NINH THUAN","1994-05-01","1994-05-31","1994","56","Month"
"VIET NAM","THUA THIEN - HUE","1994-05-01","1994-05-31","1994","1","Month"
"VIET NAM","CA MAU","1994-05-01","1994-05-31","1994","436","Month"
"VIET NAM","TRA VINH","1994-05-01","1994-05-31","1994","79","Month"
"VIET NAM","PHU YEN","1994-05-01","1994-05-31","1994","39","Month"
"VIET NAM","QUANG NINH","1994-05-01","1994-05-31","1994","6","Month"
"VIET NAM","THANH HOA","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","GIA LAI","1994-05-01","1994-05-31","1994","7","Month"
"VIET NAM","NINH BINH","1994-05-01","1994-05-31","1994","1","Month"
"VIET NAM","VINH PHUC","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","BAC GIANG","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","YEN BAI","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","THAI BINH","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","TUYEN QUANG","1994-05-01","1994-05-31","1994","0","Month"
"VIET NAM","DAK LAK","1994-06-01","1994-06-30","1994","49","Month"
"VIET NAM","DONG NAI","1994-06-01","1994-06-30","1994","225","Month"
"VIET NAM","LAO CAI","1994-06-01","1994-06-30","1994","1","Month"
"VIET NAM","AN GIANG","1994-06-01","1994-06-30","1994","256","Month"
"VIET NAM","BINH THUAN","1994-06-01","1994-06-30","1994","1198","Month"
"VIET NAM","DONG THAP","1994-06-01","1994-06-30","1994","97","Month"
"VIET NAM","HA NOI CITY","1994-06-01","1994-06-30","1994","6","Month"
"VIET NAM","HA TAY","1994-06-01","1994-06-30","1994","403","Month"
"VIET NAM","LAM DONG","1994-06-01","1994-06-30","1994","6","Month"
"VIET NAM","NGHE AN","1994-06-01","1994-06-30","1994","35","Month"
"VIET NAM","QUANG BINH","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","KON TUM","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","HA GIANG","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","CA MAU","1994-06-01","1994-06-30","1994","646","Month"
"VIET NAM","SON LA","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","NAM DINH","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","HAI DUONG","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","HOA BINH","1994-06-01","1994-06-30","1994","1","Month"
"VIET NAM","QUANG NGAI","1994-06-01","1994-06-30","1994","25","Month"
"VIET NAM","QUANG TRI","1994-06-01","1994-06-30","1994","737","Month"
"VIET NAM","THAI NGUYEN","1994-06-01","1994-06-30","1994","1","Month"
"VIET NAM","KHANH HOA","1994-06-01","1994-06-30","1994","113","Month"
"VIET NAM","KIEN GIANG","1994-06-01","1994-06-30","1994","243","Month"
"VIET NAM","HA TINH","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","BINH DINH","1994-06-01","1994-06-30","1994","45","Month"
"VIET NAM","HAI PHONG CITY","1994-06-01","1994-06-30","1994","9","Month"
"VIET NAM","BEN TRE","1994-06-01","1994-06-30","1994","79","Month"
"VIET NAM","TAY NINH","1994-06-01","1994-06-30","1994","19","Month"
"VIET NAM","BINH DUONG","1994-06-01","1994-06-30","1994","320","Month"
"VIET NAM","LONG AN","1994-06-01","1994-06-30","1994","23","Month"
"VIET NAM","QUANG NAM","1994-06-01","1994-06-30","1994","55","Month"
"VIET NAM","TUYEN QUANG","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","TIEN GIANG","1994-06-01","1994-06-30","1994","88","Month"
"VIET NAM","NINH THUAN","1994-06-01","1994-06-30","1994","93","Month"
"VIET NAM","TRA VINH","1994-06-01","1994-06-30","1994","132","Month"
"VIET NAM","PHU YEN","1994-06-01","1994-06-30","1994","9","Month"
"VIET NAM","HO CHI MINH CITY","1994-06-01","1994-06-30","1994","87","Month"
"VIET NAM","THUA THIEN - HUE","1994-06-01","1994-06-30","1994","6","Month"
"VIET NAM","THANH HOA","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","VINH PHUC","1994-06-01","1994-06-30","1994","2","Month"
"VIET NAM","LAI CHAU","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","NINH BINH","1994-06-01","1994-06-30","1994","1","Month"
"VIET NAM","GIA LAI","1994-06-01","1994-06-30","1994","9","Month"
"VIET NAM","BAC GIANG","1994-06-01","1994-06-30","1994","17","Month"
"VIET NAM","QUANG NINH","1994-06-01","1994-06-30","1994","0","Month"
"VIET NAM","CAN THO CITY","1994-06-01","1994-06-30","1994","22","Month"
"VIET NAM","THAI BINH","1994-06-01","1994-06-30","1994","105","Month"
"VIET NAM","LANG SON","1994-06-01","1994-06-30","1994","1","Month"
"VIET NAM","DONG NAI","1994-07-01","1994-07-31","1994","300","Month"
"VIET NAM","LONG AN","1994-07-01","1994-07-31","1994","119","Month"
"VIET NAM","DAK LAK","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","HA NOI CITY","1994-07-01","1994-07-31","1994","69","Month"
"VIET NAM","LAM DONG","1994-07-01","1994-07-31","1994","70","Month"
"VIET NAM","AN GIANG","1994-07-01","1994-07-31","1994","340","Month"
"VIET NAM","TAY NINH","1994-07-01","1994-07-31","1994","57","Month"
"VIET NAM","BINH THUAN","1994-07-01","1994-07-31","1994","1795","Month"
"VIET NAM","CA MAU","1994-07-01","1994-07-31","1994","703","Month"
"VIET NAM","YEN BAI","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","CAO BANG","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","KIEN GIANG","1994-07-01","1994-07-31","1994","208","Month"
"VIET NAM","SON LA","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","GIA LAI","1994-07-01","1994-07-31","1994","9","Month"
"VIET NAM","HA GIANG","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","NAM DINH","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","NINH BINH","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","QUANG NINH","1994-07-01","1994-07-31","1994","23","Month"
"VIET NAM","QUANG TRI","1994-07-01","1994-07-31","1994","34","Month"
"VIET NAM","LAI CHAU","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","THAI NGUYEN","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","NGHE AN","1994-07-01","1994-07-31","1994","3","Month"
"VIET NAM","BINH DUONG","1994-07-01","1994-07-31","1994","255","Month"
"VIET NAM","BINH DINH","1994-07-01","1994-07-31","1994","43","Month"
"VIET NAM","QUANG NGAI","1994-07-01","1994-07-31","1994","12","Month"
"VIET NAM","SOC TRANG","1994-07-01","1994-07-31","1994","333","Month"
"VIET NAM","HA TAY","1994-07-01","1994-07-31","1994","524","Month"
"VIET NAM","HA TINH","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","DONG THAP","1994-07-01","1994-07-31","1994","176","Month"
"VIET NAM","BAC GIANG","1994-07-01","1994-07-31","1994","1","Month"
"VIET NAM","HAI PHONG CITY","1994-07-01","1994-07-31","1994","18","Month"
"VIET NAM","HOA BINH","1994-07-01","1994-07-31","1994","3","Month"
"VIET NAM","HAI DUONG","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","PHU YEN","1994-07-01","1994-07-31","1994","129","Month"
"VIET NAM","QUANG NAM","1994-07-01","1994-07-31","1994","180","Month"
"VIET NAM","VINH LONG","1994-07-01","1994-07-31","1994","106","Month"
"VIET NAM","NINH THUAN","1994-07-01","1994-07-31","1994","59","Month"
"VIET NAM","LANG SON","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","THUA THIEN - HUE","1994-07-01","1994-07-31","1994","149","Month"
"VIET NAM","HO CHI MINH CITY","1994-07-01","1994-07-31","1994","208","Month"
"VIET NAM","KON TUM","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","VINH PHUC","1994-07-01","1994-07-31","1994","8","Month"
"VIET NAM","THANH HOA","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","QUANG BINH","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","TIEN GIANG","1994-07-01","1994-07-31","1994","101","Month"
"VIET NAM","CAN THO CITY","1994-07-01","1994-07-31","1994","92","Month"
"VIET NAM","TRA VINH","1994-07-01","1994-07-31","1994","193","Month"
"VIET NAM","TUYEN QUANG","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","KHANH HOA","1994-07-01","1994-07-31","1994","80","Month"
"VIET NAM","LAO CAI","1994-07-01","1994-07-31","1994","0","Month"
"VIET NAM","THAI BINH","1994-07-01","1994-07-31","1994","208","Month"
"VIET NAM","LONG AN","1994-08-01","1994-08-31","1994","206","Month"
"VIET NAM","CAO BANG","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","DAK LAK","1994-08-01","1994-08-31","1994","65","Month"
"VIET NAM","DONG THAP","1994-08-01","1994-08-31","1994","157","Month"
"VIET NAM","HA NOI CITY","1994-08-01","1994-08-31","1994","44","Month"
"VIET NAM","AN GIANG","1994-08-01","1994-08-31","1994","390","Month"
"VIET NAM","LAM DONG","1994-08-01","1994-08-31","1994","12","Month"
"VIET NAM","LANG SON","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","QUANG BINH","1994-08-01","1994-08-31","1994","37","Month"
"VIET NAM","BINH THUAN","1994-08-01","1994-08-31","1994","786","Month"
"VIET NAM","VINH LONG","1994-08-01","1994-08-31","1994","221","Month"
"VIET NAM","KIEN GIANG","1994-08-01","1994-08-31","1994","140","Month"
"VIET NAM","KON TUM","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","SON LA","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","HA GIANG","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","HAI DUONG","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","QUANG TRI","1994-08-01","1994-08-31","1994","429","Month"
"VIET NAM","LAI CHAU","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","THAI BINH","1994-08-01","1994-08-31","1994","28","Month"
"VIET NAM","NGHE AN","1994-08-01","1994-08-31","1994","11","Month"
"VIET NAM","NINH THUAN","1994-08-01","1994-08-31","1994","91","Month"
"VIET NAM","TIEN GIANG","1994-08-01","1994-08-31","1994","81","Month"
"VIET NAM","KHANH HOA","1994-08-01","1994-08-31","1994","109","Month"
"VIET NAM","QUANG NGAI","1994-08-01","1994-08-31","1994","99","Month"
"VIET NAM","SOC TRANG","1994-08-01","1994-08-31","1994","248","Month"
"VIET NAM","BAC GIANG","1994-08-01","1994-08-31","1994","1","Month"
"VIET NAM","HOA BINH","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","BINH DUONG","1994-08-01","1994-08-31","1994","572","Month"
"VIET NAM","TRA VINH","1994-08-01","1994-08-31","1994","259","Month"
"VIET NAM","QUANG NINH","1994-08-01","1994-08-31","1994","16","Month"
"VIET NAM","HAI PHONG CITY","1994-08-01","1994-08-31","1994","34","Month"
"VIET NAM","DONG NAI","1994-08-01","1994-08-31","1994","264","Month"
"VIET NAM","HA TINH","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","NAM DINH","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","CA MAU","1994-08-01","1994-08-31","1994","684","Month"
"VIET NAM","YEN BAI","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","QUANG NAM","1994-08-01","1994-08-31","1994","335","Month"
"VIET NAM","HO CHI MINH CITY","1994-08-01","1994-08-31","1994","286","Month"
"VIET NAM","THUA THIEN - HUE","1994-08-01","1994-08-31","1994","239","Month"
"VIET NAM","THANH HOA","1994-08-01","1994-08-31","1994","194","Month"
"VIET NAM","TAY NINH","1994-08-01","1994-08-31","1994","64","Month"
"VIET NAM","VINH PHUC","1994-08-01","1994-08-31","1994","2","Month"
"VIET NAM","NINH BINH","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","CAN THO CITY","1994-08-01","1994-08-31","1994","198","Month"
"VIET NAM","TUYEN QUANG","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","LAO CAI","1994-08-01","1994-08-31","1994","0","Month"
"VIET NAM","DAK LAK","1994-09-01","1994-09-30","1994","5","Month"
"VIET NAM","DONG NAI","1994-09-01","1994-09-30","1994","152","Month"
"VIET NAM","BINH THUAN","1994-09-01","1994-09-30","1994","972","Month"
"VIET NAM","CAO BANG","1994-09-01","1994-09-30","1994","0","Month"
"VIET NAM","HA NOI CITY","1994-09-01","1994-09-30","1994","7","Month"
"VIET NAM","AN GIANG","1994-09-01","1994-09-30","1994","418","Month"
"VIET NAM","LANG SON","1994-09-01","1994-09-30","1994","0","Month"
"VIET NAM","TAY NINH","1994-09-01","1994-09-30","1994","45","Month"
